,text,sentiment
433,see a black snake in the garden   go back for a picture and -PRON- be go,neutral
434,-PRON- buy Ludi -PRON- own rug dog be the good,positive
435,no waterfront anymore    faccia luna and clarendon will have to do,negative
436,love -PRON- mum very much Happy Mothers Day to all the wonderful mother out there,positive
437,slip up and catch the flu   feel like poop,negative
438,i have an urge to play wow but i have to wait   week til -PRON- be at -PRON- dad   TIL MCFLY -PRON- be so excited   L,positive
439,ok   the passenger   no one be alive   -PRON- be all dead   -PRON- just do not know -PRON- til the end   then -PRON- cry,negative
440,discover   and   be share on G reader with -PRON- and do not even know -PRON- Sigh -PRON- be such a g reader newb,neutral
441,be chill out tonite so can not spew venom or write funny seem like these be the only   style -PRON- have,neutral
442,if u do please pray   -PRON-   Lord know -PRON- need -PRON-,neutral
443,aaaaaw i want to live in the USA,neutral
444,morning tweeple,positive
445,hey -PRON- do not get any,neutral
446,now -PRON- only have   hour to sleep    rest if -PRON- need -PRON-,positive
447,that make -PRON- day so much well -PRON- be a rough one do -PRON- mention -PRON- love the new photo,neutral
448,-PRON- do not want to sit at home on prom night someone hang out with -PRON-,negative
449,be head home from foot surgery and wish -PRON- have a boyfriend to come over and cuddle with,positive
450,concert tonight   chackin out and not come tomorrow,neutral
451,what happen -PRON- think -PRON- be come back today,neutral
452,lol dammit   well then next time then,negative
453,lol just do not ever forget -PRON-,positive
454,still jealous,negative
455,-PRON- at forever    Ethan could not be there,negative
456,now IM SAD but IM not give in FIRSTI didnt do nothing,negative
457,this week of mine be not easy   but finally -PRON- over,negative
458,wow what a beautiful picture and by the wayI be straightjust want to let -PRON- know      Bella,positive
459,in arch drawing check out mvcc CAD degree look good to -PRON-,positive
460,there be people and then there be pencil some be sharp some be not and some can be sharpen   -PRON- pencil philosophy,neutral
461,just about to go home -PRON- be usually mr positive but this have be one of those daze well   min until tomorrow,neutral
462,but -PRON- always have lee Lets go to Paris,neutral
463,-PRON- know -PRON- want to come keep -PRON- company whilst mum at -PRON- friend for the night   -PRON- such a nice evening,positive
464,cook with -PRON- dad   have lot of fun in the kitchen together,positive
465,bounce Rush make -PRON- feel nauseous,negative
466,off to Woolsery this morning to hopefully see North Molton   clinch the North Devon League title Lovely day for -PRON-,positive
467,play singstar without -PRON- fave duetter,negative
468,-PRON- be miss out bb -PRON- be such a cereal nut i think i like every kind available,positive
469,that s just weird \   oh and what be -PRON- -PRON- be draw for -PRON-,negative
470,just wake up o mum singe to -PRON- new gnr cd replacement i buy because -PRON- be a good daughter,positive
471,the bird be out oh man that s not cool   -PRON- do not sleep yet for the night,negative
472,mile down only   to go that s ok   on the radio alwas help,positive
473,-PRON- Street Fighter IV skill be lack can not beat Seth on easy,negative
474,FIL   with cool people like -PRON-,positive
475,Good Morning Work and then -PRON- ESPNs Sunday night baseball hopefully -PRON- will not get rain out,positive
476,i think -PRON- under a honeymoon by the good life   either that or -PRON- under a honey moon by joseph arthur,neutral
477,-PRON- son get sting by a bug for the first time   -PRON- little finger be slightly swollen,negative
478,-PRON- be hour ago i come in and -PRON- only now i realise when i go to buy something online,neutral
479,oh just refer to -PRON- lil exchange on LJ with regard to twitter archive posting,neutral
480,bump dj opus in the drunk in the car   lmao do not act like u do not know,negative
481,why kiss the foot of the people who kick -PRON- when -PRON- can be anything that -PRON- want to   morning everyone Hope -PRON- have the good day ever,positive
482,here a brief preview     OMG James be creepy in that role -PRON- be scare of -PRON-,negative
483,-PRON- be miss crab leg and attend -PRON- go away instead,negative
484,hick be mean,negative
485,gettn ready to take a trip to Jersey -PRON- dad not do so good -PRON- need a new heartwhoeva see this please say a prayer for -PRON- dad,negative
486,back soon need to run to the shop and cut the grass,neutral
487,-PRON- be up -PRON- have a plan to transform -PRON- bedroom today Random,neutral
488,home until tomorrow do -PRON- running and spin now time for chiropractor laundry shopping and visit family miss nathan,negative
489,that s another sponsor,neutral
490,and most of -PRON- be go to be stick in an office some without window,negative
491,no -PRON- not sad Should make -PRON- proud,negative
492,sorry well try to keep -PRON- down,negative
493,be home alone do hw,neutral
494,accord to   a quarter of family under six live in poverty,negative
495,the plan to not spend money be not go well,negative
496,upload all -PRON- bamboozle picture of facebook,neutral
497,congratulation   -PRON- guy finish a month early than -PRON- do booo,positive
498,actually -PRON- wish -PRON- be back in Tahoe   -PRON- miss -PRON- there,negative
499,wake UpI Wanna stay in -PRON- bed,neutral
500,but -PRON- bday be JUNE   this be wack and ihavent see any promotion for -PRON- bday party   someone well finagle this asap,negative
501,-PRON- would be great if those VIPS be for some act -PRON- d enjoy see but noooo,neutral
502,Marie Wish -PRON- could make -PRON- too -PRON- hate -PRON- commute sometimes,neutral
503,workin a long day today hopefully i can make some good tip,positive
504,but -PRON- all go too quick and there be not a chance lol,negative
505,Hates headache maybe -PRON- be not ready to rock,negative
506,thank for the support,positive
507,there s really no android twitter app of Tweeties calibre,neutral
508,have a good day drive up mountain visit katie eat chip   fudge and stock up on lovely smell soap,positive
509,Nyappy mother day to -PRON- mom,positive
510,yeah and -PRON- be go to take ur picture off -PRON- ipod baby,neutral
511,traumatize moment of -PRON- childhood -PRON- dog massacre baby bunny and -PRON- brother and i get out the bb gun,negative
512,lol same herewish there be a way to microsize everythinglol,neutral
513,organization ITIL forget about people and so -PRON- fail preach to the converted   it be the people,negative
514,libertine um glad -PRON- enjoy -PRON-,positive
515,about to have dinner and then an evening of play card already packed and ready to head home tomorrow    do -PRON- have to go home,neutral
516,-PRON- be allergic to cat -PRON- tonsil get swollen and -PRON- hurt   what do i dooo,negative
517,-PRON- say -PRON- feel mama tuck -PRON- in at night   -PRON- s lonely but get by tomorrow will be tough,negative
518,-PRON- miss -PRON- alot and -PRON- only be one day,negative
519,sound like -PRON- all have a great night   -PRON- be glad -PRON- be successful,positive
520,thank for share that,positive
521,-PRON- should say mlia instead of fml   i hope -PRON- find -PRON- soon,positive
522,garden go well almost all the corn and pea be up no onion or beet up yet though,positive
523,nah jkin -PRON- s hot so bored now,neutral
524,ahhh -PRON- be sqeaky clean and fresh even though -PRON- be wear dirty clothe   -PRON- love two and a Half Men   -PRON- amazing,positive
525,yes i have read -PRON- many time,neutral
526,Cuz -PRON- play a grown up on Twitter,neutral
527,i be live in ignorance,negative
528,nope -PRON- be tell -PRON- that -PRON- want cameo cream,neutral
529,AWWWW   be go to miss -PRON-,negative
530,we quite like worthe -PRON- a relaxing place with nice coffee shop and fresh air and not too many oik,positive
531,terrible haha that be new   the fact that -PRON- could not do -PRON- should have cost -PRON- part what kind of Spock be that,neutral
532,today be a lovely day -PRON- have fun with   and   this evening,positive
533,Betos Pizzeria be on Banksville Rd in -PRON- believe the Beachview area sorry to answer like   year later,negative
534,sigh -PRON- sister bein strange -PRON- come all the way from copenhagen to london and now -PRON- phone turn off i wanna see -PRON- dammit,negative
535,-PRON- be amazing,positive
536,barb try to figure out y the dsl be not connect -PRON- need -PRON- google go home to -PRON- computer if -PRON- do not start work soon SMH,neutral
537,-PRON- be sick and sad   miss out on Martini Lounge tonight,negative
538,seem really quiet tonightam jealous of those who be clearly have a more exciting life than -PRON-    off to bed -PRON- think,neutral
539,really wish -PRON- have some spare cash to buy the new Punch out for wii,negative
540,aw not go to Toronto anymore,negative
541,so sorry to hear about -PRON- mom that really suck,negative
542,-PRON- feel for -PRON-   -PRON- hope -PRON- a smooth flight be safe Mucho amor from Boston,positive
543,can not sleepso -PRON- be watch HGTV -PRON- be afraid infomercial be about to take over,negative
544,-PRON- be get -PRON-   -PRON- family ready for Kaylees graduation -PRON- go to make -PRON- so sad,negative
545,sweet dream,positive
546,hay wat ur AIM -PRON- should chat,neutral
547,okay kool -PRON- may be tour all summer long but -PRON- can make -PRON- happen,neutral
548,in PAIN -PRON- big toe get stomp on during the hokey cokeu -PRON- throbbing anyone have any suggestion to heal -PRON-,negative
549,time to watch op then some dead like -PRON- then sleep,neutral
550,have dinner with -PRON- grandma since -PRON- could not be with -PRON- mum,neutral
551,haha thank   -PRON- for history and -PRON- on how the invention of television have influence america lol,positive
552,yea so wassup,neutral
553,stupid job idk what to do,negative
554,shop til i droppedcome bac sunshine i miss u,negative
555,like -PRON- pic Lucky girl again,positive
556,thank -PRON-    -PRON- have have anxiety issue for year so -PRON- think if -PRON- can make -PRON- through the first couple of day then -PRON- will be fine,neutral
557,around   hour leave until a   day weekend and -PRON- have waaaay too much work to do,neutral
558,feel love   -PRON- mom get -PRON- a Nikon Cool Pix for -PRON- birthday,positive
559,there be attempt to somehow extend inner class which would be close to closure can not find the ref ATM,neutral
560,yes join -PRON- all -PRON- require be a cupcake donation,neutral
561,i have such a hard time talk to new people    -PRON- be pretty sure -PRON- do not make a good impression,negative
562,haha   yup but still have a terrible headache and super swollen and puffy eye i do not think -PRON- be go out todayugh,negative
563,can not access -PRON- site,neutral
564,and the Sun be shinningat last,positive
565,-PRON- be on the slow train ever -PRON- stop everywhere miss a quick train by a few minute,negative
